S/N,Level,Type,Part No,Part Rev,Part Status,Latest,Nomenclature,Drawing Sheets,Instance ID,Instance ID 총수량(D/L DB),Instance ID 총수량(ALL DB),Qty,NextPart
12620,8,Standard,NAS9301B-5-02,-,Release,T,RIVET,,,,,2.0,E6D1140-201
12622,8,Standard,85TP1006-2,-,Release,T,BRACKET,,,,,1.0,E6D2420-201
12623,8,Standard,85TP1006-3,-,Release,T,BRACKET,,,,,1.0,E6D2420-201
12624,8,Standard,85TP1006-5,-,Release,T,BRACKET,,,,,3.0,E6D2420-201
12625,8,Standard,85TP1010-19,-,Release,T,STUD,,,,,1.0,E6D2420-201
12626,8,Standard,85TV1026-10R,-,Release,T,NUT,,,,,1.0,E6D2420-201
12627,8,Standard,85TV1026-10R1,-,Release,T,NUT,,,,,4.0,E6D2420-201
12628,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6D2420-201
12629,8,Standard,MS20470AD4-5,-,Release,T,RIVET,,,,,4.0,E6D2420-201
12630,8,Standard,MS20470AD4-6,-,Release,T,RIVET,,,,,6.0,E6D2420-201
12632,8,General,85D3163-073,-,Release,T,BRACKET,,85D3163-003,,3.0,1.0,E6D3120-201
12634,8,General,85D3165-043,-,Release,T,BRACKET,,85D3165-073,,2.0,1.0,E6D3120-201
12636,8,General,85D3362-071,-,Release,T,"BRACKET, ASSY OF",,85D3362-001,,3.0,1.0,E6D3120-201
12641,8,Standard,85TP1006-2,-,Release,T,BRACKET,,,,,1.0,E6D3120-201
12642,8,Standard,85TP1006-3,-,Release,T,BRACKET,,,,,6.0,E6D3120-201
12643,8,Standard,85TP1006-809,-,Release,T,BRACKET,,,,,1.0,E6D3120-201
12644,8,Standard,85TP1010-16,-,Release,T,STUD,,,,,2.0,E6D3120-201
12645,8,Standard,85TP1010-18,-,Release,T,STUD,,,,,1.0,E6D3120-201
12646,8,Standard,85TP1010-19,-,Release,T,STUD,,,,,4.0,E6D3120-201
12647,8,Standard,85TP1010-21,-,Release,T,STUD,,,,,4.0,E6D3120-201
12648,8,Standard,85TP1010-25,-,Release,T,STUD,,,,,1.0,E6D3120-201
12649,8,Standard,85TP1010-8,-,Release,T,STUD,,,,,1.0,E6D3120-201
12650,8,Standard,85TV1026-10R,-,Release,T,NUT,,,,,1.0,E6D3120-201
12651,8,Standard,85TV1026-10R1,-,Release,T,NUT,,,,,6.0,E6D3120-201
12652,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6D3120-201
12653,8,Standard,MS20426AD4-5,-,Release,T,RIVET,,,,,6.0,E6D3120-201
12654,8,Standard,MS20470AD4-5,-,Release,T,RIVET,,,,,16.0,E6D3120-201
12655,8,Standard,MS21042L04,-,Release,T,NUT,,,,,2.0,E6D3120-201
12656,8,Material,MS21266-1T.-.NA,-,Release,T,GROMMET,,,,,9999.0,E6D3120-201
12657,8,Material,MS21266-2T.-.NA,-,Release,T,GROMMET,,,,,9999.0,E6D3120-201
12658,8,Material,MS21266-3T.-.NA,-,Release,T,GROMMET,,,,,9999.0,E6D3120-201
12659,8,Standard,MS27212-1-3,-,Release,T,TERM BD ASSY,,,,,1.0,E6D3120-201
12660,8,Standard,MS35206-216,-,Release,T,SCREW,,,,,2.0,E6D3120-201
12661,8,Standard,NAS1063B-1-3,-,Release,T,STRIP,,,,,1.0,E6D3120-201
12662,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,2.0,E6D3120-201
12663,8,Standard,NAS9301B-5-04,-,Release,T,RIVET,,,,,4.0,E6D3120-201
12665,8,General,85D3463-671,A,Release,T,BRACKET,1,85D3463-671,,2.0,1.0,E6D3440-201
12670,8,Standard,85TP0009-14E,-,Release,T,BRACKET,,,,,1.0,E6D3440-201
12671,8,Standard,85TP1006-2,-,Release,T,BRACKET,,,,,6.0,E6D3440-201
12672,8,Standard,85TP1010-10,-,Release,T,STUD,,,,,1.0,E6D3440-201
12673,8,Standard,85TP1010-12,-,Release,T,STUD,,,,,1.0,E6D3440-201
12674,8,Standard,85TP1010-18,-,Release,T,STUD,,,,,2.0,E6D3440-201
12675,8,Standard,85TP1010-19,-,Release,T,STUD,,,,,1.0,E6D3440-201
12676,8,Standard,85TP1010-8,-,Release,T,STUD,,,,,3.0,E6D3440-201
12677,8,Standard,85TV1026-10R,-,Release,T,NUT,,,,,6.0,E6D3440-201
12678,8,Standard,85TV1026-10R1,-,Release,T,NUT,,,,,1.0,E6D3440-201
12679,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6D3440-201
12680,8,Standard,MS20470AD4-5,-,Release,T,RIVET,,,,,10.0,E6D3440-201
12681,8,Material,MS21266-2T.-.NA,-,Release,T,GROMMET,,,,,9999.0,E6D3440-201
12682,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,6.0,E6D3440-201
12683,8,Standard,NAS9301B-5-04,-,Release,T,RIVET,,,,,2.0,E6D3440-201
12685,8,General,E6E1477-003,A,Release,T,"SUPPORT, INTERROGATOR ANTENNA, BOTTOM",1,E6E1477-003,,2.0,1.0,E6E1476-101
12687,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6E1476-101
12688,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,8.0,E6E1476-101
12689,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,4.0,E6E1476-101
12690,8,Standard,MS20426AD5-7,-,Release,T,RIVET,,,,,14.0,E6E1476-101
12691,8,Standard,MS90353S0606,-,Release,T,RIVET,,,,,8.0,E6E1476-101
12692,8,Standard,NAS1789-3,-,Release,T,NUT,,,,,6.0,E6E1476-101
12694,8,General,85E1625-071,-,Release,T,SUPPORT ASSY OF,,85E1665-071,,1.0,2.0,E6E1625-101
12699,8,General,85E1625-081,-,Release,T,SUPPORT ASSY OF,,85E1665-081,,1.0,1.0,E6E1625-101
12704,8,General,85E1625-091,-,Release,T,SUPPORT ASSY OF,,85E1665-091,,1.0,1.0,E6E1625-101
12709,8,Standard,MS21042L08,-,Release,T,NUT,,,,,10.0,E6E1625-101
12710,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,10.0,E6E1625-101
12711,8,Standard,NAS4450S05-02,-,Release,T,PIN,,,,,5.0,E6E1625-101
12712,8,Standard,NAS4450S05-04,-,Release,T,PIN,,,,,5.0,E6E1625-101
12713,8,Standard,NAS9301B-4-03,-,Release,T,RIVET,,,,,8.0,E6E1625-101
12714,8,Standard,NAS9301B-5-02,-,Release,T,RIVET,,,,,4.0,E6E1625-101
12716,8,General,85E1740-605,B,Release,T,SUPPORT,1,85E1740-605,,3.0,1.0,E6E1721-101
12718,8,General,85E1740-607,A,Release,T,SUPPORT,1,85E1740-607,,2.0,1.0,E6E1721-101
12720,8,General,85E1741-205,-,Release,T,"BRKT,SPRT",,85E1741-005,,3.0,1.0,E6E1721-101
12722,8,General,85E1741-207,-,Release,T,"BRKT,SPRT",,85E1741-007,,2.0,2.0,E6E1721-101
12724,8,General,85E1741-209,A,Release,T,BRACKET,,85E1741-205,,2.0,1.0,E6E1721-101
12726,8,General,85E1741-213,-,Release,T,"BRKT,SPRT",,85E1741-013,,3.0,1.0,E6E1721-101
12728,8,General,85E1741-223,-,Release,T,"BRKT,SPRT",,85E1741-023,,3.0,1.0,E6E1721-101
12730,8,General,85E1741-605,A,Release,T,"BRACKET,ANGLE",1,85E1741-605,,2.0,2.0,E6E1721-101
12732,8,Standard,85TV1158-5,-,Release,T,COLLAR,,,,,20.0,E6E1721-101
12733,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6E1721-101
12734,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,36.0,E6E1721-101
12735,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,16.0,E6E1721-101
12736,8,Standard,MS20470AD5-5,-,Release,T,RIVET,,,,,4.0,E6E1721-101
12737,8,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,4.0,E6E1721-101
12738,8,Standard,MS21043-3,-,Release,T,NUT,,,,,4.0,E6E1721-101
12739,8,Standard,MS21061L3,-,Release,T,NUT,,,,,18.0,E6E1721-101
12740,8,Standard,MS21075L3N,-,Release,T,NUT,,,,,8.0,E6E1721-101
12741,8,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,8.0,E6E1721-101
12742,8,Standard,NAS1578C3T3,-,Release,T,BOLT,,,,,4.0,E6E1721-101
12743,8,Standard,NAS1578C3T4,-,Release,T,BOLT,,,,,4.0,E6E1721-101
12744,8,Standard,NAS4450S05-04,-,Release,T,PIN,,,,,20.0,E6E1721-101
12745,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,10.0,E6E1721-101
12746,8,Standard,NAS9302B-5-03,-,Release,T,RIVET,,,,,6.0,E6E1721-101
12748,8,General,E6E1744-001,A,Release,T,"BRACKET, MULTIPLEXER, ASSY OF",1,85E1744-651,,4.0,1.0,E6E1744-101
12753,8,Standard,NAS9301B-4-02,-,Release,T,RIVET,,,,,6.0,E6E1744-101
12755,8,General,E6E1748-011,-,Release,T,"SUPPORT, NOTCH FILTER UNIT, FWD, ASSY OF",1,85E1748F-651,,6.0,1.0,E6E1748-101
12760,8,General,E6E1778-003,-,Release,T,"SUPPORT, NOTCH FILTER UNIT, AFT",1,85E1748-655,,3.0,1.0,E6E1748-101
12762,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,11.0,E6E1748-101
12763,8,Standard,NAS9302B-5-03,-,Release,T,RIVET,,,,,5.0,E6E1748-101
12765,8,General,85E1763-601,A,Release,T,SUPPORT,1,85E1763-601,,2.0,1.0,E6E1762-101
12770,8,General,85E1763-602,A,Release,T,SUPPORT,1,85E1763-602,,2.0,1.0,E6E1762-101
12775,8,General,85E1763-605,A,Release,T,BRACKET,1,85E1763-605,,2.0,2.0,E6E1762-101
12777,8,Standard,MS20426AD4-5,-,Release,T,RIVET,,,,,4.0,E6E1762-101
12778,8,Standard,NAS9301B-4-03,-,Release,T,RIVET,,,,,8.0,E6E1762-101
12780,8,General,85E1764-077,-,Release,T,BRACKET,1,85E1764-077,,1.0,2.0,E6E1764-101
12782,8,General,85E1764-671,A,Release,T,"SUPPORT, ASSY OF",1,85E1764-671,,2.0,1.0,E6E1764-101
12787,8,General,85E1764-672,A,Release,T,"SUPPORT, ASSY OF",1,85E1764-672,,2.0,1.0,E6E1764-101
12792,8,Standard,MS20426AD4-5,-,Release,T,RIVET,,,,,4.0,E6E1764-101
12793,8,Standard,NAS9301B-4-03,-,Release,T,RIVET,,,,,8.0,E6E1764-101
12795,8,General,E1E1772-001,-,Release,T,"SUPPORT, ASSY OF - BATTERY STORAGE AIRCRAFT",1,E1E1772-181,,3.0,2.0,E6E1772-101
12800,8,Standard,MS21042L3,-,Release,T,NUT,,,,,8.0,E6E1772-101
12801,8,Standard,NAS1149D0332J,-,Release,T,WASHER,,,,,16.0,E6E1772-101
12802,8,Standard,NAS6203-4,-,Release,T,BOLT,,,,,8.0,E6E1772-101
12804,8,Material,85TB0103A032.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6E1820-101
12805,8,General,E6E1821-001,-,Release,T,"SUPPORT, AC POWER PANEL, FWD-1, ASSY OF",1,85E1770-611,,3.0,1.0,E6E1820-101
12810,8,General,E6E1822-001,-,Release,T,"SUPPORT, AC POWER PANEL, FWD-2, ASSY OF",1,85E1770-621,,4.0,1.0,E6E1820-101
12815,8,General,E6E1823-001,-,Release,T,"SUPPORT, AC POWER PANEL, FWD-3, ASSY OF",1,85E1770-631,,3.0,1.0,E6E1820-101
12820,8,General,E6E1824-001,-,Release,T,"SUPPORT, AC POWER PANEL, FWD-4, ASSY OF",1,85E1770-641,,3.0,1.0,E6E1820-101
12825,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6E1820-101
12826,8,Standard,MS20426AD5-6,-,Release,T,RIVET,,,,,8.0,E6E1820-101
12828,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6E1920-101
12829,8,General,E6E1921-001,-,Release,T,"SUPPORT, VIDEO SWITCH & SPLITTER, ASSY OF",1,E6E1921-001,,2.0,1.0,E6E1920-101
12835,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6E1920-101
12836,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,3.0,E6E1920-101
12837,8,Standard,NAS9301B-5-04,-,Release,T,RIVET,,,,,3.0,E6E1920-101
12839,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6E2220-101
12840,8,General,E6E2221-001,A,Release,T,"BEAM, POWER DISTRIBUTION, ASSY OF",1,E6E2221-001,,2.0,1.0,E6E2220-101
12845,8,General,E6E2223-001,-,Release,T,"SUPPORT ASSY OF, OCSC, BOTTOM",1,E6E2223-001,,1.0,1.0,E6E2220-101
12850,8,General,E6E2224-001,-,Release,T,"BEAM ASSY OF, OCSC",1,E6E2224-001,,1.0,1.0,E6E2220-101
12855,8,General,E6E2225-003,-,Release,T,"SUPPORT, POWER DISTRIBUTION, BOTTOM",1,E6E2225-003,,1.0,1.0,E6E2220-101
12857,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6E2220-101
12858,8,Standard,MS21042L08,-,Release,T,NUT,,,,,3.0,E6E2220-101
12859,8,Standard,MS21042L3,-,Release,T,NUT,,,,,6.0,E6E2220-101
12860,8,Standard,NAS1080AG06,-,Release,T,COLLAR,,,,,2.0,E6E2220-101
12861,8,Standard,NAS1122-3,-,Release,T,SCREW,,,,,3.0,E6E2220-101
12862,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,4.0,E6E2220-101
12863,8,Standard,NAS1149D0363K,-,Release,T,WASHER,,,,,2.0,E6E2220-101
12864,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,6.0,E6E2220-101
12865,8,Standard,NAS1446H06,-,Release,T,PIN,,,,,2.0,E6E2220-101
12866,8,Standard,NAS6203-3,-,Release,T,BOLT,,,,,4.0,E6E2220-101
12867,8,Standard,NAS6203-4,-,Release,T,BOLT,,,,,2.0,E6E2220-101
12868,8,Standard,NAS9301B-5-02,-,Release,T,RIVET,,,,,4.0,E6E2220-101
12869,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,11.0,E6E2220-101
12871,8,General,E6E2251-001,A,Release,T,"SUPPORT ASSY OF, PROBE LIGHT",1,E6E2251-001,,3.0,1.0,E6E2250-101
12876,8,Standard,MS20426AD5-6,-,Release,T,RIVET,,,,,17.0,E6E2250-101
12878,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6F2600-101
12879,8,Standard,85TV1001-4,-,Release,T,NUT,,,,,4.0,E6F2600-101
12880,8,Standard,85TV1002-4,-,Release,T,NUT,,,,,2.0,E6F2600-101
12881,8,General,E6F2611-003,-,Release,T,"RADIUS BLOCK, RUDDER PEDAL, LEFT",1,85F2611-005,,3.0,1.0,E6F2600-101
12883,8,General,E6F2612-003,-,Release,T,"RADIUS BLOCK, RUDDER PEDAL, RIGHT",1,E6F2612-003,,1.0,1.0,E6F2600-101
12885,8,General,E6F2635-001,-,Release,T,"BRACKET, PULLEY - FWD, ASSY OF",1,85F2635-001,,3.0,1.0,E6F2600-101
12889,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6F2600-101
12890,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,4.0,E6F2600-101
12891,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,4.0,E6F2600-101
12892,8,Standard,MS20426AD3-9,-,Release,T,RIVET,,,,,4.0,E6F2600-101
12893,8,Standard,MS21042L08,-,Release,T,NUT,,,,,4.0,E6F2600-101
12894,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,4.0,E6F2600-101
12895,8,Standard,NAS4450S05-06,-,Release,T,PIN,,,,,4.0,E6F2600-101
12897,8,General,85F7120-003,-,Release,T,RETAINER,,85F2120-003,,3.0,1.0,E6F7120-101
12899,8,General,85F7120-005,-,Release,T,SHIM,,85F2120-005,,2.0,10.0,E6F7120-101
12901,8,General,85F7120-007,-,Release,T,SHIM,,85F2120-007,,2.0,1.0,E6F7120-101
12903,8,General,85F7120-013,-,Release,T,SPLICE,,85F2120-013,,2.0,1.0,E6F7120-101
12905,8,General,85F7120-015,A,Release,T,SUPPORT,,85F2120-015,,3.0,1.0,E6F7120-101
12907,8,General,85F7120-017,-,Release,T,SPACER,,85F2120-017,,2.0,1.0,E6F7120-101
12909,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6F7120-101
12910,8,Standard,MS20426AD3-4,-,Release,T,RIVET,,,,,124.0,E6F7120-101
12911,8,Standard,MS20470AD5-5,-,Release,T,RIVET,,,,,4.0,E6F7120-101
12912,8,Standard,NAS1581F3T3,-,Release,T,BOLT,,,,,2.0,E6F7120-101
12913,8,Standard,NAS1789-3,-,Release,T,NUT,,,,,62.0,E6F7120-101
12915,8,General,85F7150-007,-,Release,T,WASHER,,85F2150-007,,2.0,6.0,E6F7150-101
12917,8,General,85F7150-009,-,Release,T,WASHER,,85F2150-009,,3.0,12.0,E6F7150-101
12919,8,General,85F7150-013,-,Release,T,SPACER,,85F2150-013,,2.0,6.0,E6F7150-101
12921,8,General,85F7150-023,A,Release,T,SUPPORT,,85F2150-023,,5.0,1.0,E6F7150-101
12923,8,General,85F7150-024,A,Release,T,SUPPORT,,85F2150-024,,5.0,1.0,E6F7150-101
12925,8,General,85F7150-075,A,Release,T,STUD,,85F2150-025,,4.0,6.0,E6F7150-101
12927,8,General,85F7156-601,A,Release,T,"BRACKET SET,ANGLE",1,85F7156-601,,6.0,2.0,E6F7150-101
12931,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6F7150-101
12932,8,Standard,85TV1166-1,-,Release,T,GROMMET,,,,,12.0,E6F7150-101
12933,8,General,E6F7150-001,A,Release,T,CENTER CONSOLE ASSY - FWD STATION,2,E1F7150-001,,5.0,1.0,E6F7150-101
13086,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6F7150-101
13087,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,16.0,E6F7150-101
13088,8,Standard,MS21042L3,-,Release,T,NUT,,,,,18.0,E6F7150-101
13089,8,Standard,MS21075L3N,-,Release,T,NUT,,,,,8.0,E6F7150-101
13090,8,Standard,MS35338-43,-,Release,T,WASHER,,,,,2.0,E6F7150-101
13091,8,Standard,NAS1149D0363J,-,Release,T,WASHER,,,,,2.0,E6F7150-101
13092,8,Standard,NAS1149F0332P,-,Release,T,WASHER,,,,,2.0,E6F7150-101
13094,8,Standard,NAS1578A3T10,-,Release,T,BOLT,,,,,2.0,E6F7150-101
13095,8,Standard,NAS1578A3T11,-,Release,T,BOLT,,,,,2.0,E6F7150-101
13096,8,Standard,NAS1578A3T8,-,Release,T,BOLT,,,,,2.0,E6F7150-101
13097,8,Standard,NAS1581F3T4,-,Release,T,BOLT,,,,,8.0,E6F7150-101
13098,8,Standard,NAS620-10L,-,Release,T,WASHER,,,,,2.0,E6F7150-101
13100,8,General,85F8951-069,-,Release,T,PANEL,,85F3951-059,,4.0,1.0,E6F8950-111
13102,8,General,E6F8951-039,-,Release,T,FOOTREST,1,85F8951-639,,3.0,1.0,E6F8950-111
13104,8,Standard,MS20426AD3-5,-,Release,T,RIVET,,,,,4.0,E6F8950-111
13105,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,18.0,E6F8950-111
13106,8,Standard,MS21075L04N,-,Release,T,NUT,,,,,9.0,E6F8950-111
13107,8,Standard,MS21075L06N,-,Release,T,NUT,,,,,2.0,E6F8950-111
13108,8,Standard,NAS1101-06-6,-,Release,T,SCREW,,,,,2.0,E6F8950-111
13109,8,Standard,NAS1620-2,-,Release,T,SCREW,,,,,9.0,E6F8950-111
13111,8,General,85H5531-003,B,Release,T,BRACKET,,85H5121-003,,5.0,1.0,E6H5502-201
13113,8,General,85H5531-013,B,Release,T,BRACKET,,85H5122-003,,5.0,1.0,E6H5502-201
13115,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6H5502-201
13116,8,Standard,85TP0008-11CN,-,Release,T,BRACKET,,,,,1.0,E6H5502-201
13117,8,Standard,85TP0008-1CN,-,Release,T,BRACKET,,,,,1.0,E6H5502-201
13118,8,Standard,85TP0008-4CN,-,Release,T,BRACKET,,,,,2.0,E6H5502-201
13119,8,Standard,85TP0010-1CN,-,Release,T,BRACKET,,,,,2.0,E6H5502-201
13120,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6H5502-201
13121,8,Standard,MS20426AD3-6,-,Release,T,RIVET,,,,,6.0,E6H5502-201
13122,8,Standard,MS20470AD4-5,-,Release,T,RIVET,,,,,14.0,E6H5502-201
13123,8,Standard,MS21042L08,-,Release,T,NUT,,,,,6.0,E6H5502-201
13124,8,Standard,MS21075L4N,-,Release,T,NUT,,,,,3.0,E6H5502-201
13125,8,Standard,NAS1149DN816K,-,Release,T,WASHER,,,,,6.0,E6H5502-201
13126,8,Standard,NAS4450S05-03,-,Release,T,PIN,,,,,5.0,E6H5502-201
13127,8,Standard,NAS4450S05-04,-,Release,T,PIN,,,,,1.0,E6H5502-201
13129,8,General,85K7230-003,A,Release,T,SHIM,,85K3371-007,,4.0,2.0,E6K7230-101
13131,8,General,85K7231-003,-,Release,T,STOP,,85K3371-009,,4.0,1.0,E6K7230-101
13133,8,General,85K7232-001,-,Release,T,SUPPORT ASSY,,85K3371-011,,3.0,1.0,E6K7230-101
13137,8,General,85K7232-011,-,Release,T,SUPPORT ASSY,,85K3371-001,,3.0,1.0,E6K7230-101
13141,8,General,85K7291-001,A,Release,T,"SUPPORT,ASSY OF",,85K3372-001,,3.0,1.0,E6K7230-101
13146,8,Material,85TB0103A062.-.NA,-,Release,T,SHIM STOCK,,,,,9999.0,E6K7230-101
13147,8,General,E6K7291-011,A,Release,T,"RELAY DRIVER, SUPPORT, ASSY OF",1,E6K7291-011,,3.0,1.0,E6K7230-101
13152,8,General,E6K7292-003,-,Release,T,"RADIUS BLOCK, CANOPY SUPPORT",1,,,,2.0,E6K7230-101
13154,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6K7230-101
13155,8,Standard,MS21042L08,-,Release,T,NUT,,,,,6.0,E6K7230-101
13156,8,Standard,MS21042L3,-,Release,T,NUT,,,,,26.0,E6K7230-101
13157,8,Standard,MS21042L4,-,Release,T,NUT,,,,,8.0,E6K7230-101
13158,8,Standard,NAS1122-4,-,Release,T,SCREW,,,,,6.0,E6K7230-101
13159,8,Standard,NAS1149D0332K,-,Release,T,WASHER,,,,,28.0,E6K7230-101
13160,8,Standard,NAS1149D0432K,-,Release,T,WASHER,,,,,16.0,E6K7230-101
13161,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,6.0,E6K7230-101
13162,8,Standard,NAS6203-12,-,Release,T,BOLT,,,,,2.0,E6K7230-101
13163,8,Standard,NAS6203-14,-,Release,T,BOLT,,,,,1.0,E6K7230-101
13164,8,Standard,NAS6203-7,-,Release,T,BOLT,,,,,8.0,E6K7230-101
13165,8,Standard,NAS6203-9,-,Release,T,BOLT,,,,,15.0,E6K7230-101
13166,8,Standard,NAS6204-12,-,Release,T,BOLT,,,,,8.0,E6K7230-101
13168,8,Standard,85TP0008-1CN,-,Release,T,BRACKET,,,,,1.0,E6Y1600-621
13169,8,Standard,85TP0008-1FN,-,Release,T,BRACKET,,,,,2.0,E6Y1600-621
13170,8,Standard,85TP0008-2CN,-,Release,T,BRACKET,,,,,3.0,E6Y1600-621
13171,8,General,85Y1541-071,-,Release,T,"BRACKET,ASSY OF",,85Y1541-011,,2.0,1.0,E6Y1600-621
13176,8,General,85Y1541-081,-,Release,T,"BRACKET,ASSY OF",,85Y1541-021,,2.0,1.0,E6Y1600-621
13181,8,General,85Y1541-087,-,Release,T,BRACKET,,85Y1541-015,,2.0,1.0,E6Y1600-621
13183,8,General,85Y9801-121,-,Release,T,"BRACKET,ASSY OF",,85Y9801-021,,2.0,1.0,E6Y1600-621
13188,8,General,85Y9801-131,A,Release,T,"BRACKET,ASSY OF",,85Y9801-031,,4.0,1.0,E6Y1600-621
13193,8,General,85Y9801-175,-,Release,T,BRACKET,,85Y9801-005,,2.0,1.0,E6Y1600-621
13195,8,General,85Y9801-193,-,Release,T,BRACKET,,85Y9801-179,,1.0,1.0,E6Y1600-621
13197,8,Material,FMS-1044-TYV.-.NA,A,Release,T,SEALANT,,,,,9999.0,E6Y1600-621
13198,8,Standard,MS20470AD4-5,-,Release,T,RIVET,,,,,12.0,E6Y1600-621
13199,8,Standard,MS20470AD4-6,-,Release,T,RIVET,,,,,2.0,E6Y1600-621
13200,8,Standard,MS20470AD5-6,-,Release,T,RIVET,,,,,12.0,E6Y1600-621
13201,8,Standard,MS21042L08,-,Release,T,NUT,,,,,8.0,E6Y1600-621
13202,8,Standard,NAS1149DN832K,-,Release,T,WASHER,,,,,8.0,E6Y1600-621
13203,8,Standard,NAS4450S05-02,-,Release,T,PIN,,,,,8.0,E6Y1600-621
13204,8,Standard,NAS9301B-5-03,-,Release,T,RIVET,,,,,11.0,E6Y1600-621
13205,8,Standard,NAS9301B-5-04,-,Release,T,RIVET,,,,,3.0,E6Y1600-621
13207,8,General,85B1234-025,A,Release,T,STIFFENER,,85B1234-023,,4.0,1.0,E7B1021-001
13209,8,General,85B1235-033,-,Release,T,STIFFENER,,85B1235-009,,5.0,1.0,E7B1021-001
13211,8,General,85B1240-023,A,Release,T,BULKHEAD,,85B1240-007,,5.0,1.0,E7B1021-001
13213,8,General,85B1241-035,-,Release,T,STIFFENER,,85B1241-007,,3.0,1.0,E7B1021-001
13215,8,General,85B1242-033,A,Release,T,STIFFENER,,85B1242-007,,6.0,1.0,E7B1021-001
13217,8,General,85B1242-035,C,Release,T,STIFFENER,,85B1242-015,,6.0,1.0,E7B1021-001
13219,8,General,85B1242-043,-,Release,T,STIFFENER,,85B1242-007,,6.0,1.0,E7B1021-001
13221,8,General,85B1250-033,-,Release,T,SPLICE,,85B1250-013,,2.0,1.0,E7B1021-001
13223,8,General,85B1251-019,-,Release,T,STIFFENER,,85B1251-009,,4.0,1.0,E7B1021-001
13225,8,General,85B1252-617,A,Release,T,STIFFENER,1,85B1252-617,,2.0,1.0,E7B1021-001
13227,8,General,85B1253-609,A,Release,T,STIFFENER,1,85B1253-609,,2.0,1.0,E7B1021-001
13229,8,General,85B1260-039,-,Release,T,FRAME,,85B1260-013,,2.0,1.0,E7B1021-001
13231,8,General,85B1260-059,-,Release,T,FITTING,,85B1260-017,,7.0,1.0,E7B1021-001
13233,8,General,85B1260-060,-,Release,T,FITTING,,85B1260-017,,7.0,1.0,E7B1021-001
13235,8,General,85B1261-057,-,Release,T,STIFFENER,,85B1261-009,,4.0,1.0,E7B1021-001
13237,8,General,85B1351-613,A,Release,T,SKIN,1,85B1351-613,,2.0,1.0,E7B1021-001
13239,8,General,85B1352-009,A,Release,T,STIFFENER,,85B1352-005,,4.0,1.0,E7B1021-001
13241,8,General,85B1353-609,B,Release,T,STIFFENER,1,85B1353-609,,3.0,1.0,E7B1021-001
13243,8,General,85B1353-613,A,Release,T,STIFFENER,1,85B1353-613,,2.0,1.0,E7B1021-001
13245,8,General,85B1361-005,-,Release,T,SKIN,,85B1361-003,,3.0,1.0,E7B1021-001
